user_id,transaction_date,region,product_category,sale_amount,price,city,status,email,username,age,subscription,store_id,raw_timestamp
1062,2025-01-17,East,Grocery,2394.13,2394.13,Chennai,Cancelled,user1062@example.com,user_1062,40,Basic,3,2025-03-19 19:47:00
1030,2025-01-21,West,Clothing,4825.37,4825.37,Chennai,,user1030@example.com,user_1030,28,Standard,4,2025-01-10 18:44:00
1063,2025-01-14,West,Clothing,10503.33,3501.11,Delhi,,user1063@example.com,user_1063,37,Basic,2,2025-03-06 20:21:00
1004,2025-02-23,North,Grocery,4120.54,4120.54,Hyderabad,Pending,user1004@example.com,user_1004,29,Premium,12,2025-03-08 20:17:00
1138,2025-03-03,North,Furniture,14106.78,2351.13,Mumbai,Completed,,user_1138,24,Basic,4,2025-03-01 18:39:00
1098,2025-02-13,South,Furniture,576.18,192.06,Mumbai,Cancelled,user1098@example.com,user_1098,41,Basic,6,2025-02-05 19:44:00
1071,2025-03-13,East,Grocery,200.5,100.25,Delhi,,user1071@example.com,user_1071,33,Premium,12,2025-03-02 20:45:00
1126,2025-02-27,North,Furniture,0.0,,Delhi,,user1126@example.com,user_1126,38,Premium,5,2025-03-26 18:23:00
1122,2025-03-12,North,Clothing,10712.24,2678.06,Chennai,,user1122@example.com,user_1122,24,Basic,5,2025-01-30 03:46:00
1050,2025-02-10,East,Furniture,3209.0,641.8,Mumbai,,user1050@example.com,user_1050,24,Standard,10,2025-03-09 19:18:00
1026,2025-01-25,North,Electronics,4549.26,1516.42,Mumbai,Pending,user1026@example.com,user_1026,24,Premium,1,2025-03-12 09:44:00
1033,2025-03-23,West,Sports,17395.52,4348.88,Delhi,Cancelled,user1033@example.com,user_1033,31,Basic,8,2025-02-13 05:03:00
1065,2025-03-03,South,Electronics,614.73,614.73,Hyderabad,Completed,user1065@example.com,,20,Premium,13,2025-03-14 09:05:00
1064,2025-01-16,South,Grocery,11249.84,2812.46,Mumbai,,user1064@example.com,user_1064,25,Standard,7,2025-02-09 18:39:00
1016,2025-03-20,East,Clothing,4802.54,4802.54,Mumbai,Completed,user1016@example.com,user_1016,21,Premium,3,2025-03-12 02:10:00
1001,2025-02-22,North,Electronics,11399.95,2279.99,Pune,Pending,user1001@example.com,user_1001,25,Standard,5,2025-03-31 14:04:00
1060,2025-02-03,South,Electronics,23698.5,3949.75,Mumbai,Pending,user1060@example.com,user_1060,36,Premium,15,2025-02-04 04:04:00
1016,2025-01-22,North,Grocery,19867.55,3973.51,Chennai,Completed,user1016@example.com,user_1016,30,Standard,5,2025-03-31 12:17:00
1129,2025-03-11,South,Clothing,2494.29,2494.29,Delhi,Cancelled,user1129@example.com,user_1129,16,Premium,4,2025-03-28 18:37:00
1006,2025-03-28,East,Grocery,20580.2,4116.04,Delhi,,user1006@example.com,user_1006,45,Basic,3,2025-03-16 13:40:00
1126,2025-01-12,North,Electronics,9506.2,2376.55,Bengaluru,Pending,user1126@example.com,user_1126,26,Basic,12,2025-03-05 09:42:00
1103,2025-03-12,North,Clothing,231.65,231.65,Bengaluru,Completed,user1103@example.com,user_1103,40,Basic,14,2025-03-07 00:42:00
1139,2025-03-01,North,Sports,4191.16,2095.58,Pune,,user1139@example.com,user_1139,36,Basic,13,2025-01-07 06:17:00
1141,2025-01-17,West,Electronics,18567.92,4641.98,Pune,Pending,user1141@example.com,user_1141,38,Premium,5,2025-03-12 00:35:00
1105,2025-01-12,West,Furniture,1162.27,1162.27,Hyderabad,,user1105@example.com,user_1105,45,Standard,5,2025-03-07 22:17:00
1107,2025-03-03,East,Grocery,9804.42,4902.21,Hyderabad,Pending,user1107@example.com,user_1107,45,Standard,9,2025-01-18 02:17:00
1107,2025-02-13,West,Clothing,0.0,,Mumbai,Cancelled,user1107@example.com,user_1107,42,Standard,10,2025-03-26 15:55:00
1039,2025-02-27,South,Grocery,8147.91,2715.97,Bengaluru,Cancelled,user1039@example.com,user_1039,43,Premium,12,2025-01-31 18:24:00
1060,2025-02-22,South,Grocery,1596.3,266.05,Pune,Pending,user1060@example.com,user_1060,31,Premium,3,2025-03-06 18:21:00
1026,2025-02-26,East,Grocery,2174.28,543.57,Delhi,Pending,user1026@example.com,user_1026,18,Basic,13,2025-02-03 10:39:00
1102,2025-03-25,South,Clothing,1342.68,447.56,Pune,,user1102@example.com,user_1102,43,Standard,1,2025-03-21 02:15:00
1074,2025-01-30,West,Grocery,14985.96,3746.49,Delhi,Pending,,user_1074,38,Basic,15,2025-01-04 01:20:00
1015,2025-02-07,East,Sports,7297.56,1824.39,Delhi,,user1015@example.com,user_1015,34,Standard,13,2025-01-24 05:11:00
1021,2025-03-20,South,Sports,21803.3,4360.66,Mumbai,Pending,user1021@example.com,user_1021,23,Basic,11,2025-02-02 14:16:00
1003,2025-03-01,East,Electronics,27065.94,4510.99,Chennai,,user1003@example.com,user_1003,27,Standard,5,2025-03-23 13:44:00
1065,2025-02-28,South,Electronics,8468.5,4234.25,Hyderabad,Pending,user1065@example.com,user_1065,28,Standard,6,2025-03-15 09:44:00
1076,2025-01-03,North,Electronics,29344.98,4890.83,Hyderabad,Completed,user1076@example.com,user_1076,45,Standard,12,2025-03-05 09:49:00
1059,2025-03-19,North,Furniture,8039.12,4019.56,Mumbai,Completed,user1059@example.com,user_1059,44,Standard,11,2025-01-06 09:50:00
1113,2025-01-05,West,Clothing,17513.34,2918.89,Delhi,Cancelled,user1113@example.com,user_1113,39,Basic,3,2025-01-26 04:50:00
1139,2025-02-16,North,Grocery,8033.16,2677.72,Mumbai,Cancelled,user1139@example.com,user_1139,39,Basic,13,2025-01-15 14:04:00
1076,2025-01-03,North,Electronics,14539.48,3634.87,Chennai,,user1076@example.com,user_1076,16,Basic,9,2025-01-16 14:23:00
1068,2025-03-16,West,Furniture,11616.48,1936.08,Bengaluru,,user1068@example.com,user_1068,16,Standard,15,2025-03-13 10:58:00
1057,2025-03-24,South,Electronics,1451.68,362.92,Bengaluru,Pending,user1057@example.com,user_1057,17,Premium,5,2025-03-05 03:06:00
1061,2025-03-10,South,Sports,2886.16,721.54,Bengaluru,Pending,user1061@example.com,,44,Basic,11,2025-01-13 15:39:00
1105,2025-02-05,South,Grocery,635.85,211.95,Mumbai,Pending,user1105@example.com,user_1105,43,Basic,2,2025-03-29 11:34:00
1092,2025-01-08,East,Electronics,0.0,,Bengaluru,,user1092@example.com,user_1092,18,Standard,4,2025-03-24 20:38:00
1006,2025-01-07,East,Electronics,7889.26,3944.63,Delhi,Pending,user1006@example.com,user_1006,34,Premium,14,2025-01-30 10:49:00
1038,2025-03-18,North,Furniture,128.08,64.04,Delhi,Completed,user1038@example.com,user_1038,37,Premium,3,2025-01-02 11:50:00
1061,2025-03-17,West,Furniture,3305.34,1652.67,Mumbai,,user1061@example.com,user_1061,32,Premium,12,2025-01-09 15:28:00
1093,2025-03-07,East,Sports,11954.6,2988.65,Pune,Completed,user1093@example.com,user_1093,39,Standard,9,2025-02-08 14:41:00
1008,2025-01-08,West,Grocery,19972.0,4993.0,Hyderabad,,user1008@example.com,user_1008,18,Premium,6,2025-03-19 04:04:00
1033,2025-02-05,North,Grocery,15701.85,3140.37,Chennai,Cancelled,user1033@example.com,user_1033,30,Standard,10,2025-02-25 03:50:00
1030,2025-03-25,South,Grocery,16360.2,3272.04,Mumbai,Pending,user1030@example.com,user_1030,29,Basic,14,2025-02-28 12:26:00
1025,2025-02-10,North,Furniture,12974.88,2162.48,Mumbai,,user1025@example.com,user_1025,18,Premium,14,2025-01-11 02:27:00
1025,2025-02-17,North,Electronics,20341.3,4068.26,Delhi,,user1025@example.com,user_1025,27,Standard,13,2025-02-24 23:03:00
1074,2025-03-18,East,Furniture,1596.62,1596.62,Chennai,,user1074@example.com,user_1074,23,Premium,6,2025-03-13 11:07:00
1072,2025-03-15,West,Sports,4677.96,1169.49,Chennai,Cancelled,user1072@example.com,user_1072,16,Premium,5,2025-03-31 09:58:00
1087,2025-02-14,South,Electronics,160.44,80.22,Chennai,Pending,user1087@example.com,user_1087,39,Standard,1,2025-01-12 23:33:00
1056,2025-02-18,North,Clothing,6384.51,2128.17,Mumbai,Cancelled,,user_1056,40,Standard,10,2025-01-11 01:09:00
1041,2025-03-21,South,Grocery,296.32,296.32,Mumbai,,user1041@example.com,user_1041,35,Basic,7,2025-02-04 06:48:00
1132,2025-01-15,South,Sports,1758.61,1758.61,Bengaluru,Cancelled,user1132@example.com,user_1132,17,Premium,7,2025-03-18 01:00:00
1053,2025-02-08,North,Clothing,9458.7,4729.35,Mumbai,Completed,user1053@example.com,user_1053,16,Basic,12,2025-02-25 05:08:00
1098,2025-03-10,North,Electronics,17665.85,3533.17,Chennai,,user1098@example.com,user_1098,43,Standard,1,2025-02-25 00:29:00
1020,2025-02-10,South,Clothing,14500.05,2900.01,Hyderabad,Completed,user1020@example.com,user_1020,28,Premium,6,2025-01-22 19:29:00
1093,2025-01-12,East,Grocery,0.0,,Delhi,,user1093@example.com,user_1093,32,Premium,7,2025-02-09 23:21:00
1057,2025-02-12,West,Sports,3906.63,3906.63,Pune,Pending,user1057@example.com,user_1057,44,Basic,6,2025-03-24 04:15:00
1027,2025-01-19,West,Furniture,2634.08,1317.04,Mumbai,,user1027@example.com,user_1027,30,Standard,13,2025-03-16 14:43:00
1145,2025-03-24,North,Furniture,15973.65,3194.73,Bengaluru,,user1145@example.com,user_1145,18,Basic,8,2025-03-22 09:50:00
1071,2025-03-17,North,Grocery,1640.25,328.05,Delhi,,user1071@example.com,user_1071,17,Premium,6,2025-02-06 02:41:00
1024,2025-03-20,West,Grocery,11962.8,2990.7,Hyderabad,Pending,user1024@example.com,user_1024,26,Standard,8,2025-03-06 04:03:00
1116,2025-01-14,East,Electronics,12192.87,4064.29,Delhi,Pending,user1116@example.com,user_1116,38,Basic,8,2025-03-09 16:39:00
1041,2025-02-16,South,Clothing,5686.86,1895.62,Hyderabad,Completed,user1041@example.com,user_1041,41,Standard,11,2025-02-12 02:21:00
1025,2025-03-13,East,Clothing,10223.94,3407.98,Mumbai,Completed,user1025@example.com,user_1025,34,Standard,3,2025-02-14 09:41:00
1101,2025-01-17,South,Clothing,2995.45,2995.45,Bengaluru,Pending,user1101@example.com,user_1101,37,Standard,14,2025-03-29 16:05:00
1109,2025-03-07,East,Furniture,5523.15,1841.05,Bengaluru,Cancelled,user1109@example.com,,40,Basic,4,2025-01-29 04:09:00
1020,2025-02-07,West,Clothing,4229.92,4229.92,Pune,Pending,user1020@example.com,user_1020,35,Basic,3,2025-01-21 05:53:00
1043,2025-02-26,South,Sports,798.84,266.28,Mumbai,Cancelled,user1043@example.com,user_1043,40,Standard,13,2025-02-27 07:34:00
1062,2025-02-09,North,Sports,19318.8,4829.7,Mumbai,,user1062@example.com,user_1062,30,Basic,13,2025-02-18 16:33:00
1108,2025-01-21,North,Electronics,20468.05,4093.61,Delhi,,user1108@example.com,user_1108,43,Basic,9,2025-01-14 22:54:00
1133,2025-01-16,South,Sports,2922.12,1461.06,Mumbai,Pending,user1133@example.com,user_1133,42,Basic,2,2025-01-29 14:56:00
1090,2025-01-04,North,Furniture,8414.96,2103.74,Pune,,user1090@example.com,user_1090,18,Basic,4,2025-01-04 10:59:00
1026,2025-03-25,West,Clothing,3419.38,1709.69,Delhi,,user1026@example.com,user_1026,38,Premium,13,2025-04-01 15:28:00
1002,2025-01-11,South,Electronics,288.14,144.07,Mumbai,Cancelled,user1002@example.com,user_1002,23,Basic,2,2025-01-07 07:26:00
1118,2025-01-09,West,Sports,0.0,,Pune,Pending,user1118@example.com,user_1118,38,Premium,5,2025-02-24 00:39:00
1091,2025-01-31,North,Electronics,5749.58,2874.79,Delhi,Completed,user1091@example.com,user_1091,28,Basic,1,2025-03-23 12:23:00
1068,2025-03-16,West,Sports,11859.51,3953.17,Mumbai,Cancelled,,user_1068,20,Premium,6,2025-03-11 10:52:00
1045,2025-03-29,East,Furniture,14099.28,2349.88,Pune,Completed,user1045@example.com,user_1045,38,Basic,1,2025-02-07 06:02:00
1052,2025-01-06,South,Sports,4836.6,1612.2,Pune,,user1052@example.com,user_1052,24,Premium,13,2025-03-24 06:18:00
1092,2025-01-07,West,Clothing,13007.1,4335.7,Mumbai,,user1092@example.com,user_1092,44,Basic,12,2025-02-26 12:21:00
1048,2025-03-05,North,Electronics,10427.22,3475.74,Pune,,user1048@example.com,user_1048,18,Basic,10,2025-01-24 17:18:00
1083,2025-01-14,North,Grocery,2678.04,446.34,Bengaluru,,user1083@example.com,user_1083,21,Standard,8,2025-02-14 14:02:00
1091,2025-03-20,West,Grocery,14972.55,4990.85,Delhi,Cancelled,user1091@example.com,user_1091,32,Standard,11,2025-01-21 00:09:00
1113,2025-01-05,North,Grocery,1349.68,674.84,Bengaluru,Completed,user1113@example.com,user_1113,35,Premium,11,2025-02-27 11:23:00
1114,2025-01-10,South,Clothing,14454.55,2890.91,Bengaluru,Cancelled,user1114@example.com,user_1114,23,Premium,1,2025-01-24 15:33:00
1100,2025-03-13,East,Sports,1898.76,632.92,Hyderabad,Cancelled,user1100@example.com,user_1100,38,Basic,4,2025-01-16 04:54:00
1019,2025-02-27,West,Clothing,5427.9,904.65,Hyderabad,Cancelled,user1019@example.com,user_1019,38,Premium,9,2025-03-11 09:57:00
1077,2025-01-21,North,Sports,21440.76,3573.46,Mumbai,Pending,user1077@example.com,user_1077,19,Premium,13,2025-01-18 07:50:00
1127,2025-01-04,South,Sports,9182.2,1836.44,Bengaluru,Pending,user1127@example.com,user_1127,35,Premium,2,2025-02-09 12:45:00
1123,2025-03-09,West,Furniture,8333.76,2083.44,Chennai,Cancelled,user1123@example.com,user_1123,36,Premium,8,2025-03-01 21:33:00
1089,2025-01-17,East,Grocery,21979.5,4395.9,Mumbai,Completed,user1089@example.com,user_1089,42,Premium,9,2025-01-20 09:10:00
1042,2025-02-11,North,Electronics,9353.9,4676.95,Bengaluru,Cancelled,user1042@example.com,user_1042,22,Standard,9,2025-02-05 04:40:00
1078,2025-03-20,East,Furniture,13453.6,2690.72,Mumbai,Cancelled,user1078@example.com,user_1078,42,Standard,1,2025-01-04 02:02:00
1148,2025-02-03,South,Sports,0.0,,Mumbai,Completed,user1148@example.com,user_1148,31,Standard,9,2025-02-07 20:19:00
1124,2025-02-01,North,Grocery,24199.26,4033.21,Hyderabad,Completed,user1124@example.com,user_1124,38,Premium,3,2025-02-26 13:30:00
1119,2025-01-27,North,Clothing,3467.9,1733.95,Bengaluru,,user1119@example.com,user_1119,20,Basic,9,2025-03-13 03:20:00
1062,2025-03-01,East,Electronics,2625.92,656.48,Mumbai,Completed,user1062@example.com,,25,Basic,14,2025-03-20 13:15:00
1041,2025-02-11,East,Furniture,28032.42,4672.07,Bengaluru,,user1041@example.com,user_1041,32,Basic,8,2025-02-09 15:01:00
1024,2025-02-20,North,Electronics,5103.9,2551.95,Mumbai,Completed,user1024@example.com,user_1024,25,Basic,10,2025-03-25 21:30:00
1074,2025-03-10,East,Clothing,90.48,90.48,Hyderabad,Cancelled,user1074@example.com,user_1074,40,Basic,6,2025-01-06 12:03:00
1146,2025-03-13,West,Grocery,5067.7,1013.54,Bengaluru,,user1146@example.com,user_1146,40,Standard,5,2025-03-21 21:39:00
1031,2025-01-17,North,Sports,19506.64,4876.66,Bengaluru,Cancelled,user1031@example.com,user_1031,40,Premium,4,2025-03-19 16:25:00
1129,2025-01-06,South,Sports,548.5,274.25,Bengaluru,,user1129@example.com,user_1129,20,Standard,15,2025-03-07 04:20:00
1082,2025-01-21,North,Sports,9975.65,1995.13,Bengaluru,,,user_1082,38,Standard,5,2025-03-02 00:23:00
1085,2025-03-28,North,Electronics,2370.16,592.54,Chennai,,user1085@example.com,user_1085,24,Standard,13,2025-03-16 18:14:00
1014,2025-03-16,East,Furniture,12141.1,2428.22,Bengaluru,Completed,user1014@example.com,user_1014,34,Standard,2,2025-01-25 00:28:00
1081,2025-02-23,South,Sports,4797.48,799.58,Mumbai,,user1081@example.com,user_1081,43,Standard,12,2025-01-08 22:08:00
1133,2025-01-27,South,Clothing,16958.34,2826.39,Pune,Pending,user1133@example.com,user_1133,30,Standard,6,2025-03-11 11:43:00
1068,2025-03-20,North,Furniture,4893.38,2446.69,Bengaluru,Cancelled,user1068@example.com,user_1068,40,Basic,12,2025-01-27 22:45:00
1126,2025-02-10,North,Electronics,12125.15,2425.03,Bengaluru,,user1126@example.com,user_1126,44,Basic,14,2025-02-14 04:18:00
1011,2025-02-06,South,Clothing,4778.8,4778.8,Bengaluru,,user1011@example.com,user_1011,22,Premium,14,2025-03-10 08:59:00
1144,2025-03-31,East,Electronics,1394.53,1394.53,Mumbai,Pending,user1144@example.com,user_1144,36,Premium,1,2025-01-13 13:21:00
1121,2025-01-13,West,Sports,0.0,,Delhi,Pending,user1121@example.com,user_1121,29,Standard,15,2025-03-02 15:41:00
1052,2025-02-06,West,Sports,9838.68,1639.78,Delhi,Pending,user1052@example.com,user_1052,33,Standard,12,2025-01-05 05:26:00
1046,2025-01-05,East,Clothing,19944.0,4986.0,Pune,Completed,user1046@example.com,user_1046,16,Basic,10,2025-03-19 03:59:00
1086,2025-02-06,South,Furniture,13794.18,2299.03,Chennai,,user1086@example.com,user_1086,24,Premium,13,2025-01-15 10:10:00
1118,2025-03-24,North,Clothing,2646.92,1323.46,Delhi,Pending,user1118@example.com,user_1118,21,Standard,14,2025-03-23 12:52:00
1110,2025-03-07,East,Furniture,6692.96,1673.24,Delhi,,user1110@example.com,user_1110,26,Premium,1,2025-02-03 12:15:00
1115,2025-02-04,West,Clothing,14317.41,4772.47,Chennai,Cancelled,user1115@example.com,user_1115,38,Premium,1,2025-03-27 03:29:00
1079,2025-01-21,West,Clothing,10284.05,2056.81,Bengaluru,Cancelled,user1079@example.com,user_1079,35,Premium,4,2025-01-18 15:09:00
1117,2025-03-19,South,Sports,11396.64,1899.44,Chennai,Pending,user1117@example.com,user_1117,40,Premium,11,2025-03-18 02:33:00
1057,2025-03-24,West,Sports,2183.05,436.61,Delhi,Pending,user1057@example.com,user_1057,34,Standard,3,2025-01-22 10:54:00
1134,2025-02-26,South,Electronics,1250.78,625.39,Chennai,,user1134@example.com,user_1134,41,Premium,8,2025-01-17 16:26:00
1117,2025-03-14,West,Grocery,1343.2,335.8,Bengaluru,Cancelled,user1117@example.com,user_1117,42,Premium,12,2025-01-28 18:04:00
1012,2025-02-24,West,Electronics,1755.42,1755.42,Chennai,,user1012@example.com,user_1012,17,Basic,7,2025-01-24 04:49:00
1108,2025-02-17,South,Grocery,19858.56,4964.64,Hyderabad,Completed,user1108@example.com,user_1108,37,Standard,14,2025-03-11 04:41:00
1090,2025-01-16,East,Furniture,4667.2,933.44,Hyderabad,Completed,user1090@example.com,user_1090,40,Premium,5,2025-03-01 21:46:00
1140,2025-02-24,South,Clothing,5366.14,2683.07,Mumbai,Pending,user1140@example.com,,24,Premium,15,2025-01-15 01:51:00
1108,2025-03-20,East,Electronics,3841.96,3841.96,Mumbai,Completed,user1108@example.com,user_1108,35,Premium,8,2025-03-18 21:45:00
1013,2025-02-01,East,Sports,14862.72,3715.68,Hyderabad,Pending,user1013@example.com,user_1013,40,Premium,3,2025-03-06 09:14:00
1148,2025-02-10,East,Clothing,17451.0,2908.5,Bengaluru,Pending,,user_1148,37,Standard,4,2025-02-22 09:17:00
1016,2025-03-13,South,Sports,0.0,,Mumbai,,user1016@example.com,user_1016,17,Basic,11,2025-03-27 12:50:00
1135,2025-02-10,North,Grocery,13986.92,3496.73,Mumbai,Pending,user1135@example.com,user_1135,40,Standard,8,2025-01-31 07:19:00
1037,2025-03-01,South,Sports,22889.85,4577.97,Hyderabad,Pending,user1037@example.com,user_1037,28,Premium,5,2025-01-27 10:41:00
1021,2025-02-27,East,Electronics,4243.31,4243.31,Pune,Cancelled,user1021@example.com,user_1021,28,Standard,10,2025-03-19 01:55:00
1019,2025-01-25,East,Grocery,20165.1,4033.02,Chennai,Pending,user1019@example.com,user_1019,43,Basic,5,2025-01-02 06:59:00
1049,2025-01-16,East,Grocery,14988.2,3747.05,Mumbai,Pending,user1049@example.com,user_1049,33,Basic,13,2025-02-06 12:29:00
1137,2025-03-25,South,Grocery,5484.99,1828.33,Bengaluru,Completed,user1137@example.com,user_1137,41,Standard,8,2025-02-10 06:23:00
1081,2025-02-22,West,Clothing,552.58,276.29,Delhi,,user1081@example.com,user_1081,25,Premium,4,2025-02-12 07:24:00
1146,2025-02-01,North,Grocery,15129.24,2521.54,Bengaluru,,user1146@example.com,user_1146,30,Premium,12,2025-02-15 05:08:00
1140,2025-03-04,West,Electronics,4805.2,961.04,Delhi,Completed,user1140@example.com,user_1140,40,Premium,7,2025-01-18 20:14:00
1018,2025-04-01,South,Clothing,1595.2,797.6,Pune,Completed,user1018@example.com,user_1018,35,Standard,11,2025-03-20 15:42:00
