user_id,transaction_date,product_id,category,price,base_price,amount,quantity,status,priority,region,city,email,username,subscription,store_id,raw_timestamp
1162,2025-03-09,P194,Books,2942.7,2493.81,2942.7,1,Cancelled,Medium,East,Delhi,user27@mail.com,user_27,Premium,S06,2025-02-03 20:16:00
1041,2025-04-24,P109,Books,4198.17,3557.77,20990.85,5,Completed,High,South,Delhi,user28@mail.com,user_28,Basic,S10,2025-05-22 04:27:00
1032,2025-01-11,P466,Furniture,2226.41,1886.79,2226.41,1,Completed,Low,South,Mumbai,user29@mail.com,user_29,Basic,S13,2025-05-24 13:39:00
1191,2025-02-09,P522,Clothing,5117.15,4336.57,10234.3,2,Completed,High,East,Patna,user30@mail.com,user_30,Standard,S14,2025-03-05 08:10:00
1179,2025-01-28,P327,Groceries,5160.87,4373.62,20643.48,4,Completed,Medium,East,Jaipur,user31@mail.com,user_31,Premium,S04,2025-01-07 21:12:00
1102,2025-03-26,P459,Furniture,5115.69,4335.33,15347.07,3,Cancelled,Low,West,Lucknow,user32@mail.com,user_32,Premium,S02,2025-03-08 05:37:00
1067,2025-01-10,P846,Electronics,3567.38,3023.2,10702.14,3,Pending,Medium,North,Patna,user33@mail.com,user_33,Standard,S04,2025-03-07 01:45:00
1111,2025-01-01,P803,Books,5469.68,4635.32,27348.4,5,Cancelled,Low,South,Lucknow,user34@mail.com,user_34,Basic,S02,2025-06-20 10:39:00
1080,2025-06-19,P619,Electronics,4279.62,3626.8,12838.86,3,Pending,Low,West,Lucknow,user35@mail.com,user_35,Basic,S12,2025-03-17 17:08:00
1049,2025-04-18,P730,Groceries,4034.25,3418.86,8068.5,2,Cancelled,Medium,West,Delhi,user36@mail.com,user_36,Basic,S05,2025-02-23 13:50:00
1148,2025-06-05,P791,Furniture,2806.56,2378.44,11226.24,4,Completed,Low,West,Bengaluru,user37@mail.com,user_37,Standard,S02,2025-03-14 16:42:00
1162,2025-06-08,P788,Furniture,657.97,557.6,1315.94,2,Pending,High,South,Bengaluru,user38@mail.com,user_38,Premium,S01,2025-03-04 15:39:00
1196,2025-01-19,P299,Groceries,2514.3,2130.76,12571.5,5,Cancelled,Low,West,Chennai,user39@mail.com,user_39,Basic,S04,2025-02-07 20:44:00
1001,2025-01-28,P575,Groceries,1383.34,1172.32,6916.7,5,Completed,Low,South,Mumbai,user40@mail.com,user_40,Basic,S03,2025-04-29 21:33:00
1143,2025-06-02,P727,Furniture,5611.12,4755.19,22444.48,4,Cancelled,Low,West,Chennai,user41@mail.com,user_41,Premium,S12,2025-05-02 14:16:00
1192,2025-03-05,P596,Furniture,4545.94,3852.49,22729.7,5,Cancelled,High,East,Chennai,user42@mail.com,user_42,Premium,S12,2025-03-15 07:17:00
1085,2025-03-23,P336,Books,583.9,494.83,1167.8,2,Pending,Low,South,Kolkata,user43@mail.com,user_43,Premium,S07,2025-04-15 10:34:00
1119,2025-04-17,P498,Electronics,1313.92,1113.49,5255.68,4,Cancelled,Low,North,Patna,user44@mail.com,user_44,Basic,S01,2025-04-01 09:48:00
1099,2025-04-18,P919,Books,4440.14,3762.83,22200.7,5,Cancelled,High,West,Kolkata,user45@mail.com,user_45,Basic,S07,2025-05-05 00:24:00
1086,2025-06-21,P230,Groceries,4305.22,3648.49,17220.88,4,Cancelled,Low,North,Patna,user46@mail.com,user_46,Standard,S10,2025-06-19 00:05:00
1164,2025-04-20,P151,Clothing,5130.13,4347.57,10260.26,2,Pending,Medium,East,Kolkata,user47@mail.com,user_47,Basic,S06,2025-03-28 12:17:00
1192,2025-04-18,P119,Furniture,4945.45,4191.06,19781.8,4,Cancelled,Low,North,Lucknow,user48@mail.com,user_48,Premium,S11,2025-01-18 20:02:00
1193,2025-01-08,P736,Clothing,1270.71,1076.87,1270.71,1,Completed,High,South,Chennai,user49@mail.com,user_49,Standard,S02,2025-05-25 06:29:00
1179,2025-03-07,P865,Furniture,1088.16,922.17,5440.8,5,Cancelled,High,South,Jaipur,user50@mail.com,user_50,Premium,S10,2025-01-07 09:36:00
1173,2025-04-07,P177,Groceries,5561.59,4713.21,11123.18,2,Cancelled,Low,South,Mumbai,user51@mail.com,user_51,Standard,S13,2025-03-19 21:38:00
1030,2025-05-25,P777,Electronics,2125.53,1801.3,8502.12,4,Pending,High,East,Delhi,user52@mail.com,user_52,Basic,S14,2025-05-06 03:27:00
1092,2025-06-12,P280,Groceries,4207.66,3565.81,16830.64,4,Cancelled,Low,East,Chennai,user53@mail.com,user_53,Basic,S07,2025-06-01 08:20:00
1062,2025-01-23,P868,Furniture,5215.59,4419.99,10431.18,2,Pending,Low,West,Lucknow,user54@mail.com,user_54,Premium,S08,2025-03-25 05:31:00
1054,2025-04-01,P818,Furniture,2085.84,1767.66,10429.2,5,Pending,Low,North,Kolkata,user55@mail.com,user_55,Premium,S04,2025-04-15 15:35:00
1194,2025-03-03,P558,Groceries,3852.61,3264.92,15410.44,4,Completed,High,East,Kolkata,user56@mail.com,user_56,Basic,S12,2025-03-04 09:42:00
1148,2025-04-05,P535,Groceries,3318.18,2812.02,9954.54,3,Cancelled,Low,East,Lucknow,user57@mail.com,user_57,Standard,S08,2025-03-11 09:16:00
1059,2025-01-31,P880,Clothing,1942.49,1646.18,9712.45,5,Cancelled,High,South,Kolkata,user58@mail.com,user_58,Standard,S08,2025-03-12 23:37:00
1194,2025-05-15,P952,Books,1754.29,1486.69,1754.29,1,Completed,Medium,South,Lucknow,user59@mail.com,user_59,Premium,S05,2025-01-04 22:34:00
1032,2025-03-12,P399,Electronics,5751.38,4874.05,28756.9,5,Cancelled,High,West,Mumbai,user60@mail.com,user_60,Premium,S10,2025-03-14 15:30:00
1112,2025-03-29,P982,Clothing,5700.51,4830.94,17101.53,3,Pending,High,North,Patna,user61@mail.com,user_61,Basic,S02,2025-05-28 20:43:00
1013,2025-02-08,P187,Clothing,4808.03,4074.6,14424.09,3,Completed,High,West,Kolkata,user62@mail.com,user_62,Standard,S07,2025-04-26 14:19:00
1150,2025-04-20,P724,Furniture,3405.81,2886.28,3405.81,1,Cancelled,High,South,Kolkata,user63@mail.com,user_63,Basic,S11,2025-01-21 05:15:00
1044,2025-05-22,P561,Electronics,1023.07,867.01,4092.28,4,Cancelled,Low,West,Jaipur,user64@mail.com,user_64,Premium,S04,2025-03-15 22:18:00
1179,2025-04-27,P906,Electronics,4092.46,3468.19,12277.38,3,Cancelled,Low,South,Patna,user65@mail.com,user_65,Premium,S09,2025-02-27 20:09:00
1068,2025-02-06,P709,Electronics,462.83,392.23,1388.49,3,Cancelled,Low,East,Chennai,user66@mail.com,user_66,Premium,S08,2025-06-26 09:44:00
1103,2025-03-11,P182,Books,3240.17,2745.91,12960.68,4,Cancelled,High,West,Lucknow,user67@mail.com,user_67,Standard,S05,2025-01-07 02:14:00
1172,2025-05-28,P690,Books,5615.44,4758.85,16846.32,3,Completed,High,West,Chennai,user68@mail.com,user_68,Basic,S03,2025-05-30 13:40:00
1125,2025-01-24,P428,Groceries,2129.91,1805.01,6389.73,3,Cancelled,High,South,Lucknow,user69@mail.com,user_69,Basic,S12,2025-05-07 09:42:00
1102,2025-05-21,P358,Electronics,2747.81,2328.65,8243.43,3,Pending,High,West,Delhi,user70@mail.com,user_70,Standard,S14,2025-05-19 14:26:00
1013,2025-02-18,P740,Books,2209.81,1872.72,8839.24,4,Pending,High,South,Jaipur,user71@mail.com,,Standard,S03,2025-03-15 14:56:00
1178,2025-05-05,P918,Electronics,284.92,241.46,1424.6,5,Completed,Low,South,Jaipur,user72@mail.com,user_72,Standard,S01,2025-05-22 13:05:00
1057,2025-01-30,P610,Groceries,5593.91,4740.6,11187.82,2,Cancelled,Medium,East,Patna,user73@mail.com,user_73,Basic,S08,2025-03-04 14:35:00
1037,2025-04-09,P864,Clothing,5448.24,4617.15,27241.2,5,Completed,High,East,Patna,user74@mail.com,user_74,Basic,S15,2025-05-10 08:52:00
1000,2025-03-14,P775,Furniture,4960.28,4203.63,24801.4,5,Pending,High,West,Chennai,user75@mail.com,user_75,Basic,S06,2025-05-22 17:24:00
1116,2025-03-24,P685,Clothing,5788.84,4905.8,11577.68,2,Pending,High,West,Delhi,user76@mail.com,user_76,Basic,S12,2025-05-02 22:58:00
1097,2025-04-09,P229,Clothing,2981.99,2527.11,2981.99,1,Cancelled,Low,East,Mumbai,user77@mail.com,user_77,Basic,S02,2025-05-15 14:00:00
1184,2025-02-06,P176,Groceries,5153.73,4367.57,10307.46,2,Pending,Medium,East,Patna,user78@mail.com,user_78,Standard,S02,2025-03-26 21:54:00
1136,2025-04-08,P993,Furniture,3742.16,3171.32,14968.64,4,Cancelled,High,North,Kolkata,user79@mail.com,user_79,Standard,S11,2025-03-15 07:47:00
1023,2025-04-22,P554,Electronics,4514.46,3825.81,4514.46,1,Completed,Low,East,Delhi,user80@mail.com,user_80,Premium,S06,2025-01-15 09:22:00
1095,2025-04-21,P679,Clothing,1529.95,1296.57,6119.8,4,Cancelled,High,South,Bengaluru,user81@mail.com,user_81,Premium,S10,2025-04-08 19:43:00
1061,2025-05-08,P753,Books,945.51,801.28,3782.04,4,Pending,Medium,East,Delhi,user82@mail.com,user_82,Basic,S15,2025-03-15 21:34:00
1040,2025-01-19,P406,Groceries,5583.35,4731.65,27916.75,5,Cancelled,Medium,East,Chennai,,user_83,Basic,S04,2025-04-09 15:06:00
1060,2025-04-08,P816,Books,2193.5,1858.9,6580.5,3,Pending,High,West,Jaipur,user84@mail.com,user_84,Premium,S10,2025-06-25 23:03:00
1155,2025-05-08,P721,Furniture,4603.33,3901.13,9206.66,2,Pending,High,South,Jaipur,user85@mail.com,user_85,Standard,S13,2025-06-18 21:53:00
1035,2025-06-10,P416,Electronics,5341.48,4526.68,5341.48,1,Pending,High,East,Bengaluru,user86@mail.com,user_86,Premium,S15,2025-03-17 10:47:00
1106,2025-02-14,P997,Clothing,882.14,747.58,4410.7,5,Pending,Low,East,Bengaluru,user87@mail.com,user_87,Basic,S15,2025-05-04 09:47:00
1086,2025-01-30,P872,Groceries,5685.45,4818.18,11370.9,2,Completed,Low,West,Lucknow,user88@mail.com,user_88,Premium,S13,2025-04-12 00:16:00
1137,2025-02-01,P698,Groceries,,1906.07,0,3,Pending,Low,East,Mumbai,user89@mail.com,user_89,Standard,S04,2025-05-01 00:39:00
1143,2025-03-25,P750,Books,1397.95,1184.7,1397.95,1,Pending,Low,East,Patna,user90@mail.com,user_90,Premium,S03,2025-01-12 01:19:00
1126,2025-01-30,P238,Electronics,1475.61,1250.52,7378.05,5,Pending,Medium,East,Patna,user91@mail.com,user_91,Standard,S12,2025-02-09 13:41:00
1025,2025-05-06,P133,Books,2477.73,2099.77,7433.19,3,Cancelled,Medium,South,Chennai,user92@mail.com,user_92,Basic,S04,2025-04-03 03:43:00
1094,2025-05-20,P294,Furniture,468.11,396.7,1404.33,3,Completed,Medium,North,Kolkata,user93@mail.com,user_93,Standard,S11,2025-06-02 00:03:00
1085,2025-03-04,P170,Clothing,4668.3,3956.19,9336.6,2,Cancelled,High,South,Kolkata,user94@mail.com,user_94,Basic,S13,2025-02-07 19:00:00
1070,2025-02-07,P212,Clothing,3241.53,2747.06,6483.06,2,Cancelled,High,South,Delhi,user95@mail.com,user_95,Basic,S13,2025-03-02 18:20:00
1004,2025-02-14,P638,Furniture,420.98,356.76,1683.92,4,Completed,Low,North,Chennai,user96@mail.com,user_96,Basic,S13,2025-04-03 16:37:00
,2025-01-28,P144,Groceries,3031.2,2568.81,15156.0,5,Cancelled,Low,East,Chennai,user97@mail.com,user_97,Standard,S01,2025-01-16 15:54:00
1102,2025-04-20,P175,Electronics,2952.74,2502.32,11810.96,4,Completed,Medium,South,Mumbai,user98@mail.com,user_98,Premium,S05,2025-06-09 20:37:00
1140,2025-03-25,P401,Groceries,5868.94,4973.68,29344.7,5,Pending,Low,West,Mumbai,user99@mail.com,user_99,Standard,S02,2025-06-17 20:56:00
1196,2025-05-22,P523,Clothing,2604.66,2207.34,5209.32,2,Pending,Medium,West,Patna,user100@mail.com,user_100,Standard,S02,2025-03-22 13:20:00
1170,2025-03-07,P168,Furniture,5631.67,4772.6,22526.68,4,Completed,High,North,Patna,user101@mail.com,user_101,Premium,S12,2025-04-06 04:35:00
1015,2025-05-31,P520,Books,3365.65,2852.25,3365.65,1,Pending,Low,West,Delhi,user102@mail.com,user_102,Basic,S10,2025-03-21 11:06:00
1147,2025-05-10,P329,Clothing,1012.65,858.18,4050.6,4,Completed,Medium,East,Mumbai,user103@mail.com,user_103,Basic,S10,2025-02-27 13:54:00
1143,2025-06-09,P126,Books,4020.72,3407.39,20103.6,5,Cancelled,Low,East,Delhi,user104@mail.com,user_104,Premium,S05,2025-06-29 09:58:00
1086,2025-03-31,P679,Electronics,1166.89,988.89,2333.78,2,Cancelled,Medium,North,Bengaluru,user105@mail.com,user_105,Standard,S11,2025-01-08 02:47:00
1135,2025-02-25,P261,Groceries,2545.47,2157.18,7636.41,3,Pending,Medium,East,Mumbai,user106@mail.com,user_106,Premium,S03,2025-02-10 19:03:00
1172,2025-01-21,P597,Furniture,2680.07,2271.25,10720.28,4,Cancelled,Medium,West,Jaipur,user107@mail.com,user_107,Premium,S13,2025-05-12 03:22:00
1110,2025-01-29,P598,Furniture,4039.46,3423.27,20197.3,5,Cancelled,Low,East,Delhi,user108@mail.com,user_108,Premium,S07,2025-06-03 01:00:00
1052,2025-03-19,P396,Clothing,4554.81,3860.01,13664.43,3,Pending,High,North,Chennai,user109@mail.com,user_109,Standard,S07,2025-02-14 04:24:00
1136,2025-06-30,P173,Clothing,3010.52,2551.29,9031.56,3,Pending,Low,North,Patna,user110@mail.com,user_110,Premium,S08,2025-01-20 10:36:00
1109,2025-05-27,P396,Groceries,4220.32,3576.54,16881.28,4,Completed,Medium,North,Lucknow,user111@mail.com,user_111,Premium,S13,2025-06-08 14:53:00
1176,2025-04-03,P349,Electronics,2643.07,2239.89,2643.07,1,Pending,Low,West,Mumbai,user112@mail.com,user_112,Basic,S14,2025-03-21 23:21:00
1056,2025-03-27,P643,Clothing,559.63,474.26,559.63,1,Cancelled,High,East,Lucknow,user113@mail.com,user_113,Standard,S14,2025-06-15 04:15:00
1026,2025-02-07,P256,Furniture,1258.62,1066.63,6293.1,5,Cancelled,High,South,Chennai,user114@mail.com,user_114,Basic,S13,2025-05-25 18:28:00
1174,2025-05-25,P254,Books,1986.79,1683.72,5960.37,3,Pending,High,West,Chennai,user115@mail.com,user_115,Standard,S05,2025-03-12 18:03:00
1090,2025-05-10,P138,Electronics,1912.78,1621.0,7651.12,4,Completed,Medium,East,Mumbai,user116@mail.com,user_116,Standard,S14,2025-01-24 19:38:00
1129,2025-04-09,P560,Groceries,3473.46,2943.61,3473.46,1,Cancelled,Low,South,Lucknow,user117@mail.com,user_117,Standard,S08,2025-05-09 04:03:00
1115,2025-01-27,P616,Furniture,5798.15,4913.69,5798.15,1,Cancelled,High,North,Kolkata,user118@mail.com,user_118,Standard,S08,2025-04-23 16:33:00
1156,2025-02-10,P496,Furniture,2273.82,1926.97,6821.46,3,Pending,Medium,North,Lucknow,user119@mail.com,user_119,Premium,S06,2025-01-25 17:43:00
1098,2025-03-14,P994,Furniture,4302.62,3646.29,21513.1,5,Completed,Medium,North,Bengaluru,user120@mail.com,user_120,Basic,S05,2025-06-17 22:42:00
1100,2025-02-03,P417,Books,4216.48,3573.29,4216.48,1,Cancelled,Medium,East,Bengaluru,user121@mail.com,user_121,Standard,S12,2025-06-25 16:05:00
1165,2025-06-21,P471,Groceries,3058.08,2591.59,3058.08,1,Pending,High,South,Lucknow,user122@mail.com,user_122,Basic,S04,2025-02-27 04:09:00
1019,2025-03-17,P955,Electronics,3053.46,2587.68,15267.3,5,Cancelled,Low,North,Lucknow,user123@mail.com,user_123,Standard,S03,2025-06-02 12:09:00
1041,2025-02-16,P838,Books,4795.89,4064.31,9591.78,2,Pending,High,West,Lucknow,user124@mail.com,user_124,Standard,S12,2025-03-02 14:39:00
1072,2025-04-25,P928,Clothing,3205.65,2716.65,9616.95,3,Pending,High,East,Chennai,user125@mail.com,user_125,Basic,S13,2025-03-14 12:32:00
1135,2025-04-18,P241,Clothing,4841.27,4102.77,24206.35,5,Pending,High,West,Lucknow,user126@mail.com,user_126,Standard,S15,2025-01-27 22:54:00
1132,2025-02-01,P379,Furniture,602.97,510.99,1205.94,2,Pending,Low,South,Patna,user127@mail.com,user_127,Premium,S15,2025-02-26 14:56:00
1089,2025-01-07,P482,Groceries,425.93,360.96,2129.65,5,Completed,Medium,North,Lucknow,user128@mail.com,user_128,Premium,S01,2025-03-23 03:53:00
1182,2025-06-16,P139,Furniture,4693.77,3977.77,9387.54,2,Pending,Medium,South,Chennai,user129@mail.com,user_129,Basic,S10,2025-01-02 02:01:00
1065,2025-02-25,P640,Clothing,3291.19,2789.14,16455.95,5,Pending,High,East,Kolkata,user130@mail.com,user_130,Basic,S02,2025-01-13 07:26:00
1163,2025-06-09,P711,Groceries,481.16,407.76,1924.64,4,Cancelled,High,South,Bengaluru,user131@mail.com,user_131,Basic,S07,2025-01-01 19:22:00
1061,2025-05-27,P636,Groceries,1201.05,1017.84,1201.05,1,Pending,High,North,Patna,user132@mail.com,user_132,Basic,S01,2025-06-12 12:23:00
1064,2025-01-05,P346,Furniture,4677.22,3963.75,14031.66,3,Cancelled,Low,North,Lucknow,user133@mail.com,user_133,Premium,S01,2025-04-01 17:21:00
1164,2025-02-14,P746,Groceries,5789.09,4906.01,23156.36,4,Completed,High,North,Chennai,user134@mail.com,user_134,Premium,S05,2025-02-21 01:50:00
1051,2025-01-11,P507,Furniture,5514.75,4673.52,27573.75,5,Cancelled,Medium,East,Delhi,user135@mail.com,user_135,Standard,S04,2025-03-15 11:55:00
1199,2025-01-13,P547,Furniture,1697.74,1438.76,5093.22,3,Pending,Low,West,Patna,user136@mail.com,user_136,Basic,S03,2025-05-08 22:31:00
1094,2025-05-13,P180,Furniture,4750.24,4025.63,19000.96,4,Pending,Low,South,Jaipur,user137@mail.com,user_137,Basic,S02,2025-01-21 10:42:00
1075,2025-03-20,P270,Groceries,3602.36,3052.85,14409.44,4,Cancelled,Medium,East,Chennai,user138@mail.com,user_138,Premium,S12,2025-04-01 19:27:00
1070,2025-06-13,P472,Electronics,551.89,467.7,2207.56,4,Cancelled,Low,South,Delhi,user139@mail.com,user_139,Premium,S14,2025-06-05 21:50:00
1112,2025-01-09,P470,Clothing,506.74,429.44,1520.22,3,Pending,Low,North,Bengaluru,user140@mail.com,user_140,Standard,S08,2025-04-05 11:28:00
1195,2025-01-20,P507,Books,914.16,774.71,2742.48,3,Pending,Low,East,Kolkata,user141@mail.com,user_141,Premium,S01,2025-02-17 15:33:00
1099,2025-05-24,P820,Electronics,1631.6,1382.71,4894.8,3,Pending,High,East,Chennai,user142@mail.com,,Premium,S02,2025-02-04 02:28:00
1044,2025-04-24,P783,Electronics,4804.38,4071.51,14413.14,3,Pending,Low,North,Jaipur,user143@mail.com,user_143,Basic,S14,2025-02-10 22:45:00
1179,2025-06-13,P329,Clothing,4707.15,3989.11,23535.75,5,Completed,High,South,Kolkata,user144@mail.com,user_144,Basic,S01,2025-04-03 17:36:00
1094,2025-04-30,P167,Books,868.34,735.88,868.34,1,Pending,Medium,West,Patna,user145@mail.com,user_145,Basic,S14,2025-05-28 02:08:00
1081,2025-06-14,P452,Electronics,2719.76,2304.88,13598.8,5,Completed,Low,South,Bengaluru,user146@mail.com,user_146,Basic,S09,2025-01-15 03:33:00
1039,2025-03-19,P454,Clothing,1054.5,893.64,2109.0,2,Cancelled,Medium,North,Jaipur,user147@mail.com,user_147,Premium,S11,2025-05-22 08:08:00
1160,2025-03-19,P756,Books,3202.57,2714.04,16012.85,5,Completed,Low,South,Bengaluru,user148@mail.com,user_148,Standard,S10,2025-06-04 10:53:00
1144,2025-01-11,P371,Electronics,587.63,497.99,2938.15,5,Cancelled,High,West,Delhi,user149@mail.com,user_149,Basic,S15,2025-06-10 17:18:00
1164,2025-03-19,P404,Groceries,1533.88,1299.9,6135.52,4,Pending,High,North,Bengaluru,user150@mail.com,user_150,Basic,S07,2025-05-04 14:13:00
1087,2025-06-05,P851,Clothing,1925.35,1631.65,5776.05,3,Pending,Medium,South,Lucknow,user151@mail.com,user_151,Standard,S09,2025-01-28 10:15:00
1119,2025-02-01,P199,Furniture,2717.56,2303.02,5435.12,2,Completed,Medium,West,Patna,user152@mail.com,user_152,Premium,S14,2025-02-10 10:59:00
1147,2025-03-22,P627,Clothing,4530.36,3839.29,18121.44,4,Pending,Medium,East,Chennai,user153@mail.com,user_153,Premium,S02,2025-04-11 16:29:00
1061,2025-02-25,P388,Books,2158.44,1829.19,2158.44,1,Pending,Low,West,Jaipur,user154@mail.com,user_154,Standard,S01,2025-01-28 13:08:00
1067,2025-04-04,P152,Groceries,2233.85,1893.09,8935.4,4,Cancelled,Low,South,Lucknow,user155@mail.com,user_155,Standard,S05,2025-01-19 12:32:00
1115,2025-05-21,P796,Furniture,4889.96,4144.03,24449.8,5,Cancelled,High,South,Mumbai,user156@mail.com,user_156,Basic,S06,2025-03-28 17:23:00
1193,2025-02-06,P612,Clothing,3601.44,3052.07,14405.76,4,Completed,High,North,Bengaluru,user157@mail.com,user_157,Standard,S06,2025-05-02 16:29:00
1038,2025-06-05,P426,Books,926.22,784.93,4631.1,5,Completed,Medium,East,Lucknow,user158@mail.com,user_158,Standard,S14,2025-05-11 17:31:00
1181,2025-05-25,P477,Furniture,2863.82,2426.97,2863.82,1,Pending,Low,North,Patna,user159@mail.com,user_159,Standard,S05,2025-06-26 20:01:00
1152,2025-05-02,P691,Furniture,5709.61,4838.65,28548.05,5,Completed,Low,North,Chennai,user160@mail.com,user_160,Premium,S09,2025-06-11 23:39:00
1198,2025-04-08,P132,Clothing,4868.85,4126.14,9737.7,2,Cancelled,Low,North,Kolkata,user161@mail.com,user_161,Premium,S08,2025-03-22 13:09:00
1105,2025-06-26,P582,Clothing,2490.8,2110.85,12454.0,5,Cancelled,Low,North,Bengaluru,user162@mail.com,user_162,Standard,S04,2025-05-24 10:42:00
1122,2025-05-15,P570,Groceries,1932.12,1637.39,3864.24,2,Cancelled,Medium,East,Jaipur,user163@mail.com,user_163,Standard,S08,2025-02-19 07:17:00
1142,2025-03-18,P889,Clothing,5561.67,4713.28,16685.01,3,Pending,Low,South,Chennai,user164@mail.com,user_164,Basic,S08,2025-03-31 17:59:00
1184,2025-03-12,P488,Furniture,822.67,697.18,4113.35,5,Pending,Medium,South,Jaipur,user165@mail.com,user_165,Premium,S05,2025-01-21 11:59:00
1113,2025-06-17,P306,Furniture,4439.11,3761.96,8878.22,2,Cancelled,Medium,East,Bengaluru,,user_166,Premium,S10,2025-05-31 07:15:00
1012,2025-06-21,P153,Books,1422.83,1205.79,2845.66,2,Completed,Medium,East,Chennai,user167@mail.com,user_167,Premium,S11,2025-02-05 00:35:00
1040,2025-04-15,P874,Groceries,2878.61,2439.5,5757.22,2,Pending,Medium,East,Delhi,user168@mail.com,user_168,Premium,S11,2025-05-27 07:34:00
1189,2025-01-10,P137,Clothing,2534.22,2147.64,5068.44,2,Pending,Medium,South,Jaipur,user169@mail.com,user_169,Premium,S01,2025-03-18 18:38:00
1027,2025-03-27,P636,Furniture,2745.05,2326.31,13725.25,5,Pending,High,West,Jaipur,user170@mail.com,user_170,Premium,S13,2025-01-29 10:10:00
